เขต,เครือข่าย,ประเภท,รหัสหน่วยบริการ,ชื่อหน่วยบริการ,วัคซีน,Measure Names,Measure Values
เขต 7 ขอนแก่น,11083,ลูกข่าย,05388,รพ.สต.บ้านโนนแหลมทอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,492
เขต 7 ขอนแก่น,11083,ลูกข่าย,05388,รพ.สต.บ้านโนนแหลมทอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),680
เขต 7 ขอนแก่น,11083,ลูกข่าย,05388,รพ.สต.บ้านโนนแหลมทอง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11083,ลูกข่าย,05389,รพ.สต.บ้านโนนน้ำเกลี้ยง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,269
เขต 7 ขอนแก่น,11083,ลูกข่าย,05389,รพ.สต.บ้านโนนน้ำเกลี้ยง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),620
เขต 7 ขอนแก่น,11083,ลูกข่าย,05389,รพ.สต.บ้านโนนน้ำเกลี้ยง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,แม่ข่าย,11084,รพ.คำม่วง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,818
เขต 7 ขอนแก่น,11084,แม่ข่าย,11084,รพ.คำม่วง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),1300
เขต 7 ขอนแก่น,11084,แม่ข่าย,11084,รพ.คำม่วง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),6000
เขต 7 ขอนแก่น,11084,ลูกข่าย,05390,สอ.บ้านเก่าเดื่อ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,100
เขต 7 ขอนแก่น,11084,ลูกข่าย,05390,สอ.บ้านเก่าเดื่อ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),150
เขต 7 ขอนแก่น,11084,ลูกข่าย,05390,สอ.บ้านเก่าเดื่อ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05391,รพ.สต.บ้านโพน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,1299
เขต 7 ขอนแก่น,11084,ลูกข่าย,05391,รพ.สต.บ้านโพน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),1500
เขต 7 ขอนแก่น,11084,ลูกข่าย,05391,รพ.สต.บ้านโพน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05392,รพ.สต.บ้านดินจี่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,227
เขต 7 ขอนแก่น,11084,ลูกข่าย,05392,รพ.สต.บ้านดินจี่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),600
เขต 7 ขอนแก่น,11084,ลูกข่าย,05392,รพ.สต.บ้านดินจี่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05393,รพ.สต.บ้านนาบอน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,65
เขต 7 ขอนแก่น,11084,ลูกข่าย,05393,รพ.สต.บ้านนาบอน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),700
เขต 7 ขอนแก่น,11084,ลูกข่าย,05393,รพ.สต.บ้านนาบอน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05394,รพ.สต.บ้านนาตาล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,993
เขต 7 ขอนแก่น,11084,ลูกข่าย,05394,รพ.สต.บ้านนาตาล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),1000
เขต 7 ขอนแก่น,11084,ลูกข่าย,05394,รพ.สต.บ้านนาตาล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05395,รพ.สต.บ้านดงสวนพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05395,รพ.สต.บ้านดงสวนพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),250
เขต 7 ขอนแก่น,11084,ลูกข่าย,05395,รพ.สต.บ้านดงสวนพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11084,ลูกข่าย,05396,รพ.สต.บ้านสูงเนิน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,76
เขต 7 ขอนแก่น,11084,ลูกข่าย,05396,รพ.สต.บ้านสูงเนิน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11084,ลูกข่าย,05396,รพ.สต.บ้านสูงเนิน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,แม่ข่าย,11085,รพ.ท่าคันโท,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,366
เขต 7 ขอนแก่น,11085,แม่ข่าย,11085,รพ.ท่าคันโท,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11085,แม่ข่าย,11085,รพ.ท่าคันโท,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),2500
เขต 7 ขอนแก่น,11085,ลูกข่าย,05397,รพ.สต.บ้านกุงเก่า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,378
เขต 7 ขอนแก่น,11085,ลูกข่าย,05397,รพ.สต.บ้านกุงเก่า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),410
เขต 7 ขอนแก่น,11085,ลูกข่าย,05397,รพ.สต.บ้านกุงเก่า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,ลูกข่าย,05398,รพ.สต.บ้านยางอุ้ม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,171
เขต 7 ขอนแก่น,11085,ลูกข่าย,05398,รพ.สต.บ้านยางอุ้ม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),200
เขต 7 ขอนแก่น,11085,ลูกข่าย,05398,รพ.สต.บ้านยางอุ้ม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,ลูกข่าย,05399,รพ.สต.บ้านกุดจิก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,207
เขต 7 ขอนแก่น,11085,ลูกข่าย,05399,รพ.สต.บ้านกุดจิก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),300
เขต 7 ขอนแก่น,11085,ลูกข่าย,05399,รพ.สต.บ้านกุดจิก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,ลูกข่าย,05400,รพ.สต.บ้านแสนสุข,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,101
เขต 7 ขอนแก่น,11085,ลูกข่าย,05400,รพ.สต.บ้านแสนสุข,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),50
เขต 7 ขอนแก่น,11085,ลูกข่าย,05400,รพ.สต.บ้านแสนสุข,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,ลูกข่าย,05401,รพ.สต.บ้านหนองแซง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,371
เขต 7 ขอนแก่น,11085,ลูกข่าย,05401,รพ.สต.บ้านหนองแซง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11085,ลูกข่าย,05401,รพ.สต.บ้านหนองแซง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,ลูกข่าย,05402,รพ.สต.บ้านดงกลาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,256
เขต 7 ขอนแก่น,11085,ลูกข่าย,05402,รพ.สต.บ้านดงกลาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),300
เขต 7 ขอนแก่น,11085,ลูกข่าย,05402,รพ.สต.บ้านดงกลาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11085,ลูกข่าย,05403,รพ.สต.บ้านดงสมบูรณ์,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,200
เขต 7 ขอนแก่น,11085,ลูกข่าย,05403,รพ.สต.บ้านดงสมบูรณ์,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),200
เขต 7 ขอนแก่น,11085,ลูกข่าย,05403,รพ.สต.บ้านดงสมบูรณ์,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,แม่ข่าย,11086,รพ.หนองกุงศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,272
เขต 7 ขอนแก่น,11086,แม่ข่าย,11086,รพ.หนองกุงศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),283
เขต 7 ขอนแก่น,11086,แม่ข่าย,11086,รพ.หนองกุงศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),2400
เขต 7 ขอนแก่น,11086,ลูกข่าย,05404,รพ.สต.บ้านคำไฮ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,78
เขต 7 ขอนแก่น,11086,ลูกข่าย,05404,รพ.สต.บ้านคำไฮ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),79
เขต 7 ขอนแก่น,11086,ลูกข่าย,05404,รพ.สต.บ้านคำไฮ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05405,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,247
เขต 7 ขอนแก่น,11086,ลูกข่าย,05405,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),277
เขต 7 ขอนแก่น,11086,ลูกข่าย,05405,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05406,รพ.สต.บ้านห้วยยางดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,265
เขต 7 ขอนแก่น,11086,ลูกข่าย,05406,รพ.สต.บ้านห้วยยางดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),345
เขต 7 ขอนแก่น,11086,ลูกข่าย,05406,รพ.สต.บ้านห้วยยางดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05407,รพ.สต.บ้านหนองสรวง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,237
เขต 7 ขอนแก่น,11086,ลูกข่าย,05407,รพ.สต.บ้านหนองสรวง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),237
เขต 7 ขอนแก่น,11086,ลูกข่าย,05407,รพ.สต.บ้านหนองสรวง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05408,รพ.สต.บ้านหนองไผ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,155
เขต 7 ขอนแก่น,11086,ลูกข่าย,05408,รพ.สต.บ้านหนองไผ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),155
เขต 7 ขอนแก่น,11086,ลูกข่าย,05408,รพ.สต.บ้านหนองไผ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05409,รพ.สต.บ้านหนองชุมแสง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,215
เขต 7 ขอนแก่น,11086,ลูกข่าย,05409,รพ.สต.บ้านหนองชุมแสง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),270
เขต 7 ขอนแก่น,11086,ลูกข่าย,05409,รพ.สต.บ้านหนองชุมแสง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05410,รพ.สต.บ้านภูฮัง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,162
เขต 7 ขอนแก่น,11086,ลูกข่าย,05410,รพ.สต.บ้านภูฮัง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),159
เขต 7 ขอนแก่น,11086,ลูกข่าย,05410,รพ.สต.บ้านภูฮัง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05411,รพ.สต.บ้านหนองกุงเผือก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,298
เขต 7 ขอนแก่น,11086,ลูกข่าย,05411,รพ.สต.บ้านหนองกุงเผือก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),290
เขต 7 ขอนแก่น,11086,ลูกข่าย,05411,รพ.สต.บ้านหนองกุงเผือก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11086,ลูกข่าย,05412,รพ.สต.บ้านหนองหิน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,268
เขต 7 ขอนแก่น,11086,ลูกข่าย,05412,รพ.สต.บ้านหนองหิน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),305
เขต 7 ขอนแก่น,11086,ลูกข่าย,05412,รพ.สต.บ้านหนองหิน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11087,แม่ข่าย,11087,รพ.สมเด็จ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,503
เขต 7 ขอนแก่น,11087,แม่ข่าย,11087,รพ.สมเด็จ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11087,แม่ข่าย,11087,รพ.สมเด็จ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),5970
เขต 7 ขอนแก่น,11087,ลูกข่าย,05413,รพ.สต.บ้านหนองบัวโดน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,491
เขต 7 ขอนแก่น,11087,ลูกข่าย,05413,รพ.สต.บ้านหนองบัวโดน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11087,ลูกข่าย,05413,รพ.สต.บ้านหนองบัวโดน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11087,ลูกข่าย,05414,รพ.สต.บ้านสร้างแก้ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,810
